Index,text
4042,Das sollte für die sogenannten GUTMENSCHEN Pflichtlektüre sein damit die sehen was IM ERIKA angerichtet hat denn das kommt auch zu uns da könnt ihr sicher sein
4043, Wir sind gespannt ;) gute Reise
4044,Flüchtlinge abschieben ist wichtig und richtig liebe Kameraden
4045,"#CDU #CSU &amp; #SPD treiben schändliches Betrugsspiel &amp; verhindern heute im #Ausschuss eine Abstimmung unseres Antrags ""Abzug aus #Incirlik """
4046,_Welt_News Gibt wohl keinen DEUTSCHEN Fußballspieler mehr?
4047,"Zäune sind unausweichlich,um #islamisierung mit anschl. #Jihadh wie bereits in Nigeria,Indien,Thailand,Israel,Frankr,Belgien,UK...zu stoppen"
4048, Wir werden noch im Bürgerkrieg enden!
4049,Keine #Abschiebung nach #Afghanistan! Demo gegen den Sammelabschiebeflug aus NRW: Dienstag (12.9.) am Düsseldorfer Flughafen Uhrzeit folgt
4050,"Ja, Herr Osterwald (der ""Stadtplaner""), bei 3 Millionen Flüchtlingen sind das dann schlappe 50.000000000.-€ (fünfzigmilliardeneuro) !! Sie sind völlig wahnsinnig !! Oder wollen Sie sich mit Ihrem Anteil, bei einem Prozent bereits 500.000000 .-€, aus dem Staub machen ??"
4051, _kupeli Siegmar Gabriel... und IHR wollt eine neue #GroKo??
4052, Auch Jobwechsel sind nicht verboten. Aber das ist wieder ein anderes Thema.
4053,_rb Erstens gibt es aber leider keine Zahlen zu diesen zweitinstanzlichen Entscheidungen und zweitens geht nicht jedes Verfahren in die zweite Instanz.
4054,"Um für sexuelle Einwilligung zu sensibilisieren gibts jetzt ein Kondom, das nur 4 Hände öffnen können.    Als Frau sage ich: Endlich, danke. Damit überlegt es sich nämlich jeder brutale Mann 2 Mal, ob er übergriffig werden soll oder besser doch nicht.   https://t.co/JpD0Twbgff"
4055,Ich habe schon so oft gepostet jagen wir diese unverschämten Politiker mit Anhang und die die zu unrecht da sind aus dem Land
4056,...wie will sie es tun - an das Gewissen der Migranten zu appellieren?
4057,#Kretschmann #Gruene #Maas #SPD  Pistorius #SPD Die eigenen Landsleute vorverurteilen +beschuldigen+jetzt schweigen #Handgranate #Asylanten
4058,"Die haben wohl ihre Meinungsinstitute nicht im Griff. Aber keine Angst, hinter den Wahlautomaten von George Soros sieht das dann schon besser aus. Keine Macht den Abtrünnigen. 👍  https://t.co/gg1nEsR0TX  Das A…loch #Wiltewka, alias der #EkelWilfred, Papa #Wilberg, #WilayaWilanar"
4059,Und?
4060,Warum verbieten wir den Afrikanern nicht die illegale Einreise nach |LBR| Deutschland? Klar und hart durchsetzen. Das muss doch erfolgreich |LBR| sein.
4061,"Lesbisches Paar wird in #London einem Bus verprügelt.  @annewill findet das 'schlimm'. Komisch, dass sie weder über Täter noch über schlimmeren Fall aus D informiert: #Celle: Lesbische Frau wird von Schwarzafrikaner  niedergestochen, weil sie ihn abwies.  https://t.co/ajb5KLD1fy https://t.co/moLfV6xCbU"
4062, Keine Sorge: Wir machen das mit dem Porto - Sie mit ihrer Spende den Unterschied! Wir sagen Danke! 😊
4063,Die Kosten von 50 Milliarden sind erst der Anfang ! Bundesregierung erwartet ca. 10 Millionen Flüchtlingen 2016  - die EU ca. 3 Millionen ! Einig sind sie sich nicht - egal .Eigentlich ohne Worte.
4064,Beim #integrationsforum im #dbbforum wird von Menschen aus der Praxis das _Dialog als das inkompetenteste Bundesamt bezeichnet.
4065,"Ich versuche mir gerade vorzustellen wie es ist, wenn einer von den Grünen das Ministerium für Finanzen bekommt. https://t.co/Yx4hQ5qQvC"
4066,  Auf des deutschen Steuerzahlers Kosten!
4067,NEOS fordern Entlassung der FPÖ-Minister: 'Es herrscht Gefahr in Verzug' | https://t.co/EKfqgmRfBr https://t.co/2vktNLUdKd
4068," Lauterbach mit freudschem Fehler bei #Lanz |LBR| ""...ja,wir versuchen,konzentrierte Kompetenz vorzutäuschen"" |LBR| Danke SPD- es ist alles gesagt."
4069,Polizei-Großeinsatz: Zwei Tote bei Schüssen in Marburger Arztpraxis - N24  https://t.co/jR85g1Cbmr
4070,"Unser Unternehmen stagniert. Was tun? |LBR| Früher: |LBR| Wir brauchen Mitarbeiter mit neuen, kreativen und innovativen Ideen! |LBR| Heute: |LBR| Wir brauchen Mitarbeiter mit Vagina und anderer Hautfarbe!"
4071,"@_1984er_  Da kann ja nur feministischer Porno bei rauskommen. Also viel Gerede über Gefühle, eine Debatte darüber, wer welches Geschlecht und ob Penetration Vergewaltigung ist 😁"
4072,"wieso müssen den ihre Gebisse erneuert werden, essen doch eh nur Brei und Fisch und das kann mann lutschen"
4073,"Zensur in deutschland geht auf Stasi/kommunismus kurs,hauptsache über Putin aufregen,aber bei uns wird mehr verheimlicht,auserdem weis man hier nicht woran man ist,in russland weis man wenigstens was man ""darf"" und was nicht.dieses land wird ein schreckliches ende haben,ich hoffe nur ich werde es nicht erleben/müssen"
4074,Labern Labern labern
4075,"Komisch, davon liest und hört man gar nichts bei Staatsfunk und linker Lügenpresse?    https://t.co/D9tCpc8iXC"
4076,Das so ein Kinder fickender #Hurenshon wie #VolkerBeck überhaupt noch im Fernsehen auftreten darf ist eine Schade für die ARD. #maischberger
4077,_Geld Welche der Identitäten bekommt dann einen Brief von der Polizei?  Vermutlich keine. |LBR| Lächerlich
4078,"WO RECHT ZU UNRECHT WIRD, WIRD WIDERSTAND ZUR PFLICHT!"
4079,Und wie nennt die uno dann den grenzzaun der usa zu mexiko? Das greencard systwm der usa usw?
4080,"Polizei gibt Entwarnung: Der stark blutende nackte Mann, der in einem Privatgarten auftauchte, ist kein Opfer einer Stichverletzung.  Im Drogenrausch knallte er lediglich durch einen Glastisch. Puh!  https://t.co/Lvnx5rKNPo"
4081,"Wieso Merkel konservativ, die ist linker und grüner als Lenin und Roth."
4082,"Niemand hat mich gefragt, ob ich das schaffen will. #Asylwahn #Rapefugees  #Volksentscheid zu #Asylrecht, #Grenzen dicht, #Merkel muss weg!"
4083,Spannend: Unter #NichtOhneMeinKopftuch laufen Moslems jetzt auch gegen #Gender-Wahnsinn und Frühsexualisierungs-Phantasien der #Grünen Sturm.  Das könnte noch lustig werden! :) https://t.co/TOhNTW7ZUz
4084,Du hast doch einen an der Klatsche
4085,"Merkel hat einseitig und ohne EU Mandat den Schengen Raum für die Türken geöffent, es wird Zeit dass wir ein Revolution haben und sie deposieren sonst haben wir Krieg in kürzester Zeit."
4086, _Gruenen Was für ein gruseliges Bild....mir fehlen die Worte.. |LBR| Wenn aus Verlierern Sieger werden....dummes dummes Deutschland
4087,Wer hängt jetzt noch am Tropf im Sauerstoffzelt herum?
4088, So ein Bullshit zu hören und zu sehen braucht Keiner !!!
4089,Der Tag der Rache muss unbarmherzig und gnadenlos sein. |LBR| Aber bis dahin machen wir sie nur lächerlich!
4090,Das  hat für Initiativen in der #Fluechtlingshilfe mit dem heutigen Tag über 300.000 € bewilligt.
4091,"  Ah, jetzt, ja. Danke! (Ich hatte nicht verstanden, was der Tweet bedeuten sollte.)"
4092, _Krug Die wievielte Generation Türken scheint hier auf der Straße zu sein ca.die 4te das Wespen Nest
4093,"#SPD legt Klimaschutzplan 2050 vor: Neubauten ohne Gas- und Ölheizung, Fleischkonsum halbieren https://t.co/WuWK2Ryu8F"
4094, Nicht nur posten.... Kosten mitteilen denn alles andere läuft nicht. Nicht einmal diese Website
4095,Zum Kotzen...
4096,"Wir haben das moralische Recht, wir haben die Pflicht unserem Volk gegenüber, das zu tun, dieses Volk, das uns umbringen wollte, umzubringen."
4097,"Habe gestern einer Frau gesagt, dass ihr die Bluse gut steht. #ichwars"
4098," Hey, du hast Stil.  Tolles neues Foto übrigens 😘"
4099,#Messerattack in #Oslo   Allahu Akbar Schreier geht mit #Messer auf Passanten los und verletzt einen schwer dabei  Polizei legt den polizeibekannten Täter mit Elektroschocker lahm  https://t.co/pmivqR5VSG
4100,"Die feiste Högl /SPD: |LBR| ohne Familien werden die subsidiär ""Schutzberechtigten"" krank.Und die meisten bleiben sowieso hier. |LBR| Familiennachzug ist gut und wichtig. Alle Menschen sollen jetzt schon ihre Anträge stellen dürfen."
4101,   _beck    Du trittst allerdings nicht weltanschaulich neutral auf.
4102,"Jaaaaaaa, super, DAS wollen wir auch!!!!!"
4103,"Wer ueber 2,3 oder mehr Länder nach Deutschland drängt teilweise mit Gewalt ist kein Flüchtling sonder ein unerwünschter Eindringling/Invasor/in. Ich lasse ja auch in meine Wohnung nicht jeden ungehindert rein."
4104,die Frau sollte Merkel ersetzen dann würde hier in dem Saustall ratzfatz ein anderer Wind wehen ... Wenn sie mehr zu sagen hätte dann wär es wohl garnicht erst soo weit gekommen und es gäbe diese Probleme nicht mit denen wir uns jetzt rumplagen müssen .... aber nein es werden jetzt Millionen und Milliarden für die Lösung ausgegeben für Probleme die es eigentlich garnicht geben dürfte hätte die Regierung mal mit offenen Augen gehandelt... ich sag nur Asylspritsteuer ... da kannste mal sehen wie fertig die in der Birne sind (jeder halbwegs intelligente Politiker hätte dem Kind ein anderen Namen gegeben aber doch  nicht dem deutschen Steuerzahler ne Spritsteuer erhöht)  haha
4105,"Gewisse Politiker und auch gewisse gutgläubige und ""alle sind gut""-Menschen sollten sich mal SOWAS durchlesen und sich WIRKLICH mit allgemeiner Geschichte vertraut machen. :  http://www.pnp.de/region_und_lokal/landkreis_altoetting/burghausen/1825747_Als-Deutsche-Fluechtlinge-waren.html"
4106,    Ne bist du nicht du bist wie gesagt viertel litauer halbet brite und halber deutscher
4107,Das Ferkel muss weg !!!!!!!!!!!!!!!!!!!! Mistst......................
4108,Wenn ich das fiese Gesicht von Gysi schon sehe wird mir schlecht. Ich zähle die Roth und Hofreiter dazu.
4109, In Ausreden sind die am schnellsten!
4110,"    _vStorch  Höflichst um Entschuldigung anklopfend gelobe ich Besserung inkl Annäherung an e gute,positivere Grundhaltung bzgl Altparteien und MSM.Zusätzl engagieren sich meine mind.j. Tochter&amp;ich in der einst durch Schokopudding entflammte Unterkunft in #Düsseldorf als Flüchtlingshilfe.😊"
4111,@MDR_SN Die weitesgehend unbekannte C-Prominenz bläst zum Halali gegen die #AFD.  Na wenn das jetzt nicht die Görlitzer überzeugt. 😅
4112,"Lasst euch nicht unterkriegen, von solchen darmwürmer"
4113,"Die Deutschen sind schuld am 1. Weltkrieg, wie auch dem 2. Weltkrieg. Der 3. Weltkrieg wird schuld der Europäischen Union sein, geführt von Deutschland in Zusammenarbeit der USA.."
4114,@Hartes_Geld Und dann wählen Leute die Linke LMAO
4115,"#Migranten aus #Syrien 'flüchten' nach #Deutschland da hier kostenlose Gesundheitsumsorge ist. Wer bezahlt mal wieder? Richtig, der dumme Michel. https://t.co/zJ7h5NSDRE"
4116,Jeder der den Koran verbrennt absoluter Ehrenmann
4117,"Mit 'Generation Greta' ist den Linksgrünen das gelungen, wovon Joschka Fischer immer träumte: uns 'einzuhegen und auszudünnen'. Nur passiert das jetzt nicht nur personell, sondern auch mit Gehirnmasse der jugendlichen schon immer Hiergewesenen."
4118,"Komplexe Diskussion über Zusammensetzung Finanzkommission, insbes. Frage, ob ehrenamtliche Geistliche dabei sein können - #aksynode16"
4119,?bravo bravoooooo !!! Mal jemand der sagt wie es ist!!
4120,#Fakt: Seit 2006 hat sich die Zahl der #Menschen auf der #Flucht weltweit auf über 65 Mio. verdoppelt.
4121,"Als klar wurde dass Facebook Zensur künftig von Bertelsmann erfolgt habe ich mir schon gedacht dass so was kommt.
Zensur im Stil der DDR... Merkel kennt das ja von früher IM Erika"
4122," |LBR| Schon mal Gesehen. Asiaten sind brutal, gewissenlos, gottlos."
4123,zum Vergleich:  https://t.co/jquUMO9Yhr
4124,"die Regierungen heute sind NICHT anders als ihre so verhassten "" Nazis""...frei ist hier GARNICHTSMEHR...nur das die heutige Politik es verschleiern will und nicht wie früher ankündigt WAS sie vorhaben...scheinbar halten sie die Völker für DUMM....die Zukunft wird interessant^^...ich sehe keinen Unterschied mehr im Handeln ,lügen,betrügen zu 1939-45 was ja GERNE genommen wird....sind NICHT besser...eher schlimmer....auch mit Russland...aber OK SIE brauchen ja einen BÖSEN^^"
4125,"   Wie scheinheilig. Jammert um Yücel, schert sich aber nicht um das menschenverachtende Verhalten der Deutschen Botschaft in Manila."
4126,"@Hartes_Geld Die Seestadt war als städtebauliches Vorzeigeprojekt gedacht, wirkt aber mittlerweile ziemlich heruntergekommen. Die Uferpromenade am See ist demoliert, die Sitten verwildern."
4127,Daumen drücken?  Wie soll das gehen?  #Merkel kann doch bloß Raute... https://t.co/08FMTDlCk5
4128,"und wie immer bla bla bla. Nur Geschiebe und Lügen, bis nach der Wahl. Und dann wird die kriminelle Merkel ihr richtig wahres Teufels Gesicht zeigen. Und um dass den deutschen Bürgern zu ersparen wählen wir die AfD"
4129,"Hier noch die Übersetzung des Zitats aus dem vorherigen Tweet: ""Die Zeiten ändern sich und wir ändern uns in ihnen."" ^ml"
4130,Das ist sie schon lange.......
4131,"@Ungebeten1 @SilviaHerrmann_ Ein immergrüner Halbschmarotzer!  Die Gastfreundschaft ist die Tugend, welche uns veranlasst, gewissen Menschen Nahrung und Obdach zu geben, die beides nicht nötig haben. https://t.co/eraQM93oK1 #Gruenen #Linke #SPD #Tuerken #Islam #hartzundherzlich"
4132,Nikolai: Die Mitteldeutsche Zeitung sagt nichts und doch alles https://t.co/kyIuBB8cj3
4133,@Ungebeten1 @worldwideto Noch mehr. https://t.co/tkhiSMQnBD
4134,  Jede Behausung kann ein Knast sein wenn du sie nicht verlassen kannst 😉
4135,   Datt iss ja wie negativ Zins !! Nicht gerade die Qumranrollen aus dem Westjordanland ! Au Backe der dumme Tropf !😂😅😆😂
4136," Wäre für euren türkischen, deutschfeindlichen Kollegen, auch angebracht!"
4137,"Private Bauherren werden vom Berliner Senat gezwungen, „bezahlbaren Wohnraum“ für 6,50 Euro netto kalt anzubieten. Und genau dieser Senat, der das erzwingt, baut Flüchtlingshäuser für 17 Euro Kaltmiete pro Quadratmeter!   https://t.co/htA3XDQXPO euro-warmmiete-pro-quadratmeter"
4138,@Ungebeten1 Polenz ist der Karl Lauterbach der CDU. 😁
4139,  _fanboi _  Ich fand Katzen immer gut.
4140,"'Passanten entdecken einen 13j Jungen im Bereich der Stephansschule in der Saarbrücker Straße in Schmelz. Das Kind ist aufgehängt worden!   Die Wiederbelegung gelingt, der Junge kommt schwer verletzt in eine Klinik. Noch ist unklar, ob er überleben wird.'    https://t.co/ZMamQuKC65"
4141,Diese scheinheilige heuchlerei....einfach nur ekelhaft!!!
4142,"Ich würd auch Teletext-Nachrichten lesen :D Ich kann nicht mehr Leute! Jetzt weiß ich wenigstens wer in den Wahlumfragen des Teletextes anruft und mit 50-70% für AfD stimmt. ;) 
Oder bei anderen Umfragen mit ""weiß nicht"" oder ""mir egal"" antworten. Letztens ne sehr schöne Umfrage gesehen, bei der es um Arbeitslose ging. 
Allem anschein nach waren 60%, die sich zu Wort meldeten, arbeitslos und die AfD hatte ebenfalls 60% der Stimmen. 
Zufall? Also ich weiß ja nicht ^^"
4143,"Das war's dann wohl mit Soros-Büttel @SebastianKurz.  Wenn er Glück hat, wird er am politischen Misthaufen #EU entsorgt.  https://t.co/5y7LVtMft8 #KurzMussWeg"
4144,"@BlondJedi @akk Damit man von vermeintlich 'Tugendhaften' noch leichter gedoxt werden kann? Die Tatsache, dass genug aus deren Ecke einzig deswegen Mehrfachaccounts führen, um andere Nutzer zu stalken (sollten sie bereits geblockt/bzw. gesperrt gewesen sein), beweist deren kriminelle Energie."
4145," Hmm ... wo sind denn diese ""#Flüchtlinge"" überall ""um ihr Leben gelaufen""? In der #Türkei, in #Griechenland, in #Mazedonien, #Ungarn, #Serbien, #Kroatien, #Slowenien, etc., etc., ...? Meiner bescheidenen Meinung nach ALLES tolle Urlaubsländer!"
4146,Besser als Schreckschusswaffe gegen #rapefugees: Wasserspritzpistole gefüllt mit Schweineblut ^^
4147, Frage zum 2ten Advent. Wieso gibt es kein Statement der Regierung zu den Ausschreitungen der Hamas Anhänger in Berlin? Hass Parolen gegen Juden in der Hauptstadt Flaggen Verbrennung. Was kommt als nächstes? Synagogen werden wieder angezündet. Ich Schäme mich für diese Regierung.
4148,Das ist die Pest des 21. Jahrhunderts!
4149,Und genau das macht er und lässt sich Scheiden! https://t.co/4oLffHv5h1
4150,Zumindest bei 2:08
4151,"""zweites Standbein der Demokratie"". Das setzt voraus, dass ein erstes da ist. Was soll das sein? Die Wahlen etwa??"
4152, Es gibt in Deutschland nur eine Art von Flüchtling und das ist der Wirtschaftsflü. ! Alle Kriegsfl. sind durch sichere 3tstaat. gereist!
4153,"'Deutschland wächst jährlich um 715.000 Migranten'    Wenn diese Zahlen stimmen sollten, sollte man dazu sofort ausrechnen, wieviele Großstädte einschließlich Infrastruktur jährlich dann gebaut werden müssen usw + wie ALLES finanziert werden soll.    https://t.co/FP3tuZZMyy"
4154,"Trabantenstädte
Auf alle Fälle ist das besser als diese Leute unters Deutsche Volk zu mischen und wir uns nirgends mehr wohl fühlen können. Trabantenstädte sind kontrollierbar unf können vom Normalbürger gemieden werden. Wenn es wirklich um Asyl geht, ziehen die ja irgendwann wieder aus. Alles andere wäre eine Abschaffung des Deutschen Volkes."
4155,"++ Wir wünschen einen schönen #Vatertag ++  Eine Politik für Männer und Väter sucht man bei den Altparteien vergebens. Viele getrennt lebende Väter leiden unter den familienrechtlichen Bestimmungen, wünschen sich bspw. mehr Umgang mit ihren Kindern.  #AfD  ➡️ https://t.co/NKdPcNhPPd https://t.co/j0eYtg2JMn"
